Terra Task Name	Variable	Type	Description	Default Value	Terra Status	Workflow	Classification
theiacov_ont	vadr_options	String	Additional options to provide to VADR		Optional	TheiaCoV_ONT	general
theiacov_ont	vadr_skip_length	Int	Minimum assembly length (unambiguous) to run VADR	10000	Optional	TheiaCoV_ONT	general
theiaeuk_illumina_pe	busco_docker_image	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/ezlabgva/busco:v5.3.2_cv1	Optional	TheiaEuk_Illumina_PE	docker
theiaeuk_illumina_pe	busco_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	24	Optional	TheiaEuk_Illumina_PE	runtime
theiaeuk_illumina_pe	call_rasusa	Boolean	If true, RASUSA will subsample raw reads to  a specified read depth (150X by default)	TRUE	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	cpu	Int	Number of CPUs to allocate to the task	8	Optional	TheiaEuk_Illumina_PE	runtime
theiaeuk_illumina_pe	expected_taxon	String	If provided, this input will override the taxonomic assignment made by GAMBIT and launch the relevant taxon-specific submodules. It will also modify the organism flag used by AMRFinderPlus. Example format: "Salmonella enterica"		Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	gambit_db_genomes	File	User-provided database of assembled query genomes; requires complementary signatures file. If not provided, uses default database, "/gambit-db"	gs://gambit-databases-rp/fungal-version/1.0.0/gambit-fungal-metadata-1.0.0-20241213.gdb	Optional	TheiaEuk_Illumina_PE	database
theiaeuk_illumina_pe	gambit_db_signatures	File	User-provided signatures file; requires complementary genomes file. If not specified, the file from the docker container will be used.	gs://gambit-databases-rp/fungal-version/1.0.0/gambit-fungal-signatures-1.0.0-20241213.gs	Optional	TheiaEuk_Illumina_PE	database
theiaeuk_illumina_pe	genome_length	Int	User-specified expected genome length to be used in genome statistics calculations		Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	max_genome_length	Int	Maximum genome size able to pass read screening	178000000	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	TheiaEuk_Illumina_PE	runtime
theiaeuk_illumina_pe	min_basepairs	Int	Minimum number of base pairs able to pass read screening	45000000	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	min_contig_length	Int	Minimum contig length for assembler	1000	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	min_coverage	Int	Minimum genome coverage able to pass read screening	10	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	min_genome_length	Int	Minimum genome size able to pass read screening	9000000	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	min_proportion	Int	Minimum proportion of total reads in each read file to pass read screening	40	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	min_reads	Int	Minimum number of reads to pass read screening	30000	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	qc_check_table	File	TSV value with taxons for rows and QC values for columns; internal cells represent user-determined QC thresholds; if provided, turns on the QC Check task. See below for an example QC Check table.		Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	seq_method	String	Sequencing method used for the samples	ILLUMINA	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	skip_screen	Boolean	Option to skip the read screening prior to analysis; if setting to true, please provide a value for the theiaeuk_pe genome_length optional input, OR set call_rasusa to false. Otherwise RASUSA will attempt to downsample to an expected genome size of 0 bp, and the workflow will fail.	FALSE	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	subsample_coverage	Float	Read depth for RASUSA task to subsample reads to	150	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	trim_min_length	Int	Specifies minimum length of each read after trimming to be kept	75	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	trim_quality_min_score	Int	Specifies the minimum average quality of bases in a sliding window to be kept	20	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_illumina_pe	trim_window_size	Int	Size of the trimming window to use	10	Optional	TheiaEuk_Illumina_PE	general
theiaeuk_ont	busco_docker_image	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/ezlabgva/busco:v5.3.2_cv1	Optional	TheiaEuk_ONT	docker
theiaeuk_ont	busco_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	24	Optional	TheiaEuk_ONT	runtime
theiaeuk_ont	gambit_db_genomes	File	User-provided database of assembled query genomes; requires complementary signatures file. If not provided, uses default database, "/gambit-db"	gs://gambit-databases-rp/fungal-version/1.0.0/gambit-fungal-metadata-1.0.0-20241213.gdb	Optional	TheiaEuk_ONT	database
theiaeuk_ont	gambit_db_signatures	File	User-provided signatures file; requires complementary genomes file. If not specified, the file from the docker container will be used.	gs://gambit-databases-rp/fungal-version/1.0.0/gambit-fungal-signatures-1.0.0-20241213.gs	Optional	TheiaEuk_ONT	database
theiaeuk_ont	genome_length	Int	User-specified expected genome length to be used in genome statistics calculations	50000000	Optional	TheiaEuk_ONT	general
theiaeuk_ont	max_genome_length	Int	Maximum genome size able to pass read screening	178000000	Optional	TheiaEuk_ONT	general
theiaeuk_ont	min_basepairs	Int	Minimum number of base pairs able to pass read screening	45000000	Optional	TheiaEuk_ONT	general
theiaeuk_ont	min_coverage	Int	Minimum genome coverage able to pass read screening	5	Optional	TheiaEuk_ONT	general
theiaeuk_ont	min_genome_length	Int	Minimum genome size able to pass read screening	9000000	Optional	TheiaEuk_ONT	general
theiaeuk_ont	min_reads	Int	Minimum number of reads to pass read screening	5000	Optional	TheiaEuk_ONT	general
theiaeuk_ont	skip_mash	Boolean	If true, skips estimation of genome size and coverage using mash in read screening steps. As a result, providing true also prevents screening using these parameters.	TRUE	Optional	TheiaEuk_ONT	general
theiaeuk_ont	skip_screen	Boolean	Option to skip the read screening prior to analysis; if setting to true, please provide a value for the theiaeuk_pe genome_length optional input, OR set call_rasusa to false. Otherwise RASUSA will attempt to downsample to an expected genome size of 0 bp, and the workflow will fail.	FALSE	Optional	TheiaEuk_ONT	general
theiaeuk_ont	workflow_series	String	Internal component, do not modify	theiaeuk	Optional	TheiaEuk_ONT	general
theiameta_illumina_pe	kraken2_db	File	A Kraken2 database in .tar.gz format	gs://theiagen-public-resources-rp/reference_data/databases/kraken2/k2_standard_08gb_20230605.tar.gz	Optional	TheiaMeta_Illumina_PE	database
theiameta_illumina_pe	output_additional_files	Boolean	Output additional files such as aligned and unaligned reads to reference	FALSE	Optional	TheiaMeta_Illumina_PE	general
theiameta_illumina_pe	reference	File	Reference file for consensus calling, in FASTA format		Optional	TheiaMeta_Illumina_PE	general
theiaprok_fasta	abricate_db	String	Database to use with the Abricate tool. Options: NCBI, CARD, ARG-ANNOT, Resfinder, MEGARES, EcOH, PlasmidFinder, Ecoli_VF and VFDB	vfdb	Optional	TheiaProk_FASTA	database
theiaprok_fasta	amrfinder_use_gff	Boolean	Whether or not to use the GFF and protein FASTA files for AMRFinderPlus	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	bakta_db	String	Database selection for Bakta annotation. Options: light (smaller, faster), full (more comprehensive), or a Google Storage URI (gs://...) pointing to a custom Bakta database archive (.tar.gz). The selected database will be extracted before annotation.	full	Optional	TheiaProk_FASTA	database
theiaprok_fasta	call_abricate	Boolean	Set to true to enable the Abricate task	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_ani	Boolean	Set to true to enable the ANI task	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_arln_stats	Boolean	Set to true to enable the return of ARLN required Auto PASS/FAIL outputs	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_gamma	Boolean	Set to true in order to enable GAMMA task	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_kmerfinder	Boolean	Set to true to enable the kmerfinder task	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_plasmidfinder	Boolean	Set to true to enable the plasmidfinder task	TRUE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	call_resfinder	Boolean	Set to true to enable the ResFinder task	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	city	String	Will be used in the "city" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	collection_date	String	Will be used in the "collection_date" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	county	String	Will be used in the "county" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	expected_taxon	String	If provided, this input will override the taxonomic assignment made by GAMBIT and launch the relevant taxon-specific submodules. It will also modify the organism flag used by AMRFinderPlus. Example format: "Salmonella enterica"		Optional	TheiaProk_FASTA	general
theiaprok_fasta	genome_annotation	String	If set to "bakta", TheiaProk will use Bakta rather than Prokka to annotate the genome	prokka	Optional	TheiaProk_FASTA	general
theiaprok_fasta	mlst_run_secondary_scheme	Boolean	If true, will run secondary scheme if primary scheme is of ecoli or abaumannii, these two have multiple schemes that are relevant.	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	mlst_scheme_override	Boolean	If true, will force E. coli scheme to be used when Gambit predicts Escherichia coli, otherwise will return scheme MLST predicts.	FALSE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	originating_lab	String	Will be used in the "originating_lab" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	perform_characterization	Boolean	Set to "false" if you want to only generate an assembly and relevant QC metrics and skip all characterization tasks	TRUE	Optional	TheiaProk_FASTA	general
theiaprok_fasta	qc_check_table	File	TSV value with taxons for rows and QC values for columns; internal cells represent user-determined QC thresholds; if provided, turns on the QC Check task. See below for an example QC Check table.		Optional	TheiaProk_FASTA	general
theiaprok_fasta	run_id	String	Will be used in the "run_id" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	seq_method	String	The sequencing methodology used to generate the input read data; for TheiaProk workflows, this input will be used in the "seq_id" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_fasta	taxon_tables	File	File indicating data table names to copy samples of a particular taxon to		Optional	TheiaProk_FASTA	general
theiaprok_fasta	terra_project	String	The name of the Terra Project where you want the taxon tables written to	NA	Optional	TheiaProk_FASTA	general
theiaprok_fasta	terra_workspace	String	The name of the Terra Workspace where you want the taxon tables written to	NA	Optional	TheiaProk_FASTA	general
theiaprok_fasta	zip	String	Will be used in the "zip" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_FASTA	general
theiaprok_illumina_pe	abricate_db	String	Database to use with the Abricate tool. Options: NCBI, CARD, ARG-ANNOT, Resfinder, MEGARES, EcOH, PlasmidFinder, Ecoli_VF and VFDB	vfdb	Optional	TheiaProk_Illumina_PE	database
theiaprok_illumina_pe	amrfinder_use_gff	Boolean	Whether or not to use the GFF and protein FASTA files for AMRFinderPlus	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	bakta_db	String	Database selection for Bakta annotation. Options: light (smaller, faster), full (more comprehensive), or a Google Storage URI (gs://...) pointing to a custom Bakta database archive (.tar.gz). The selected database will be extracted before annotation.	full	Optional	TheiaProk_Illumina_PE	database
theiaprok_illumina_pe	call_abricate	Boolean	Set to true to enable the Abricate task	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_ani	Boolean	Set to true to enable the ANI task	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_arln_stats	Boolean	Set to true to enable the return of ARLN required Auto PASS/FAIL outputs	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_gamma	Boolean	Set to true in order to enable GAMMA task	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_kmerfinder	Boolean	Set to true to enable the kmerfinder task	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_plasmidfinder	Boolean	Set to true to enable the plasmidfinder task	TRUE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	call_resfinder	Boolean	Set to true to enable the ResFinder task	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	city	String	Will be used in the "city" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	collection_date	String	Will be used in the "collection_date" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	county	String	Will be used in the "county" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	expected_taxon	String	If provided, this input will override the taxonomic assignment made by GAMBIT and launch the relevant taxon-specific submodules. It will also modify the organism flag used by AMRFinderPlus. Example format: "Salmonella enterica"		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	genome_annotation	String	If set to "bakta", TheiaProk will use Bakta rather than Prokka to annotate the genome	prokka	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	genome_length	Int	User-specified expected genome length to be used in genome statistics calculations		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	max_genome_length	Int	Maximum genome length able to pass read screening.	18040666	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	min_basepairs	Int	Minimum number of base pairs able to pass read screening	2241820	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	min_coverage	Int	Minimum genome coverage able to pass read screening	10	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	min_genome_length	Int	Minimum genome length able to pass read screening.	100000	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	min_proportion	Int	Minimum proportion of total reads in each read file to pass read screening	40	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	min_reads	Int	Minimum number of reads to pass read screening	7472	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	mlst_run_secondary_scheme	Boolean	If true, will run secondary scheme if primary scheme is of ecoli or abaumannii, these two have multiple schemes that are relevant.	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	mlst_scheme_override	Boolean	If true, will force E. coli scheme to be used when Gambit predicts Escherichia coli, otherwise will return scheme MLST predicts.	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	originating_lab	String	Will be used in the "originating_lab" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	perform_characterization	Boolean	Set to "false" if you want to only generate an assembly and relevant QC metrics and skip all characterization tasks	TRUE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	qc_check_table	File	TSV value with taxons for rows and QC values for columns; internal cells represent user-determined QC thresholds; if provided, turns on the QC Check task. See below for an example QC Check table.		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read1_lane2	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read1_lane3	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read1_lane4	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read2_lane2	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read2_lane3	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	read2_lane4	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	run_id	String	Will be used in the "run_id" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	seq_method	String	The sequencing methodology used to generate the input read data; for TheiaProk workflows, this input will be used in the "seq_id" column in any taxon-specific tables created in the Export Taxon Tables task	ILLUMINA	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	skip_screen	Boolean	Set to True to skip the read screening prior to analysis	FALSE	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	taxon_tables	File	File indicating data table names to copy samples of a particular taxon to		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	terra_project	String	The name of the Terra Project where you want the taxon tables written to	NA	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	terra_workspace	String	The name of the Terra Workspace where you want the taxon tables written to	NA	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	trim_min_length	Int	Specifies minimum length of each read after trimming to be kept	75	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	trim_quality_min_score	Int	Specifies the minimum average quality of bases in a sliding window to be kept	20	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	trim_window_size	Int	Specifies window size for trimming (the number of bases to average the quality across)	10	Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_pe	zip	String	Will be used in the "zip" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_PE	general
theiaprok_illumina_se	abricate_db	String	Database to use with the Abricate tool. Options: NCBI, CARD, ARG-ANNOT, Resfinder, MEGARES, EcOH, PlasmidFinder, Ecoli_VF and VFDB	vfdb	Optional	TheiaProk_Illumina_SE	database
theiaprok_illumina_se	amrfinder_use_gff	Boolean	Whether or not to use the GFF and protein FASTA files for AMRFinderPlus	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	bakta_db	String	Database selection for Bakta annotation. Options: light (smaller, faster), full (more comprehensive), or a Google Storage URI (gs://...) pointing to a custom Bakta database archive (.tar.gz). The selected database will be extracted before annotation.	full	Optional	TheiaProk_Illumina_SE	database
theiaprok_illumina_se	call_abricate	Boolean	Set to true to enable the Abricate task	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_ani	Boolean	Set to true to enable the ANI task	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_arln_stats	Boolean	Set to true to enable the return of ARLN required Auto PASS/FAIL outputs	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_gamma	Boolean	Set to true in order to enable GAMMA task	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_kmerfinder	Boolean	Set to true to enable the kmerfinder task	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_plasmidfinder	Boolean	Set to true to enable the plasmidfinder task	TRUE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	call_resfinder	Boolean	Set to true to enable the ResFinder task	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	city	String	Will be used in the "city" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	collection_date	String	Will be used in the "collection_date" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	county	String	Will be used in the "county" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	expected_taxon	String	If provided, this input will override the taxonomic assignment made by GAMBIT and launch the relevant taxon-specific submodules. It will also modify the organism flag used by AMRFinderPlus. Example format: "Salmonella enterica"		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	genome_annotation	String	If set to "bakta", TheiaProk will use Bakta rather than Prokka to annotate the genome	prokka	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	genome_length	Int	User-specified expected genome length to be used in genome statistics calculations		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	max_genome_length	Int	Maximum genome length able to pass read screening.	18040666	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	min_basepairs	Int	Minimum number of base pairs able to pass read screening	2241820	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	min_coverage	Int	Minimum genome coverage able to pass read screening	10	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	min_genome_length	Int	Minimum genome length able to pass read screening.	100000	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	min_reads	Int	Minimum number of reads to pass read screening	7472	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	mlst_run_secondary_scheme	Boolean	If true, will run secondary scheme if primary scheme is of ecoli or abaumannii, these two have multiple schemes that are relevant.	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	mlst_scheme_override	Boolean	If true, will force E. coli scheme to be used when Gambit predicts Escherichia coli, otherwise will return scheme MLST predicts.	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	originating_lab	String	Will be used in the "originating_lab" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	perform_characterization	Boolean	Set to "false" if you want to only generate an assembly and relevant QC metrics and skip all characterization tasks	TRUE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	qc_check_table	File	TSV value with taxons for rows and QC values for columns; internal cells represent user-determined QC thresholds; if provided, turns on the QC Check task. See below for an example QC Check table.		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	read1_lane2	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	read1_lane3	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	read1_lane4	File	If provided, the Concatenate_Illumina_Lanes subworkflow will concatenate all files from the same lane before doing any subsequent analysis		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	run_id	String	Will be used in the "run_id" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	seq_method	String	The sequencing methodology used to generate the input read data; for TheiaProk workflows, this input will be used in the "seq_id" column in any taxon-specific tables created in the Export Taxon Tables task	ILLUMINA	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	skip_mash	Boolean	If true, skips estimation of genome size and coverage using mash in read screening steps. As a result, providing true also prevents screening using these parameters.	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	skip_screen	Boolean	Set to True to skip the read screening prior to analysis	FALSE	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	taxon_tables	File	File indicating data table names to copy samples of a particular taxon to		Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	terra_project	String	The name of the Terra Project where you want the taxon tables written to	NA	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	terra_workspace	String	The name of the Terra Workspace where you want the taxon tables written to	NA	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	trim_min_length	Int	Specifies minimum length of each read after trimming to be kept	25	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	trim_quality_min_score	Int	Specifies the average quality of bases in a sliding window to be kept	30	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	trim_window_size	Int	Specifies window size for trimming (the number of bases to average the quality across)	4	Optional	TheiaProk_Illumina_SE	general
theiaprok_illumina_se	zip	String	Will be used in the "zip" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_Illumina_SE	general
theiaprok_ont	abricate_db	String	Database to use with the Abricate tool. Options: NCBI, CARD, ARG-ANNOT, Resfinder, MEGARES, EcOH, PlasmidFinder, Ecoli_VF and VFDB	vfdb	Optional	TheiaProk_ONT	database
theiaprok_ont	amrfinder_use_gff	Boolean	Whether or not to use the GFF and protein FASTA files for AMRFinderPlus	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	bakta_db	String	Database selection for Bakta annotation. Options: light (smaller, faster), full (more comprehensive), or a Google Storage URI (gs://...) pointing to a custom Bakta database archive (.tar.gz). The selected database will be extracted before annotation.	full	Optional	TheiaProk_ONT	database
theiaprok_ont	call_abricate	Boolean	Set to true to enable the Abricate task	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_ani	Boolean	Set to true to enable the ANI task	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_arln_stats	Boolean	Set to true to enable the return of ARLN required Auto PASS/FAIL outputs	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_gamma	Boolean	Set to true in order to enable GAMMA task	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_kmerfinder	Boolean	Set to true to enable the kmerfinder task	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_plasmidfinder	Boolean	Set to true to enable the plasmidfinder task	TRUE	Optional	TheiaProk_ONT	general
theiaprok_ont	call_resfinder	Boolean	Set to true to enable the ResFinder task	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	city	String	Will be used in the "city" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiaprok_ont	collection_date	String	Will be used in the "collection_date" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiaprok_ont	county	String	Will be used in the "county" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiaprok_ont	expected_taxon	String	If provided, this input will override the taxonomic assignment made by GAMBIT and launch the relevant taxon-specific submodules. It will also modify the organism flag used by AMRFinderPlus. Example format: "Salmonella enterica"		Optional	TheiaProk_ONT	general
theiaprok_ont	genome_annotation	String	If set to "bakta", TheiaProk will use Bakta rather than Prokka to annotate the genome	prokka	Optional	TheiaProk_ONT	general
theiaprok_ont	genome_length	Int	User-specified expected genome length to be used in genome statistics calculations		Optional	TheiaProk_ONT	general
theiaprok_ont	max_genome_length	Int	Maximum genome length able to pass read screening. For TheiaProk_ONT, screening using max_genome_length is skipped by default.	18040666	Optional	TheiaProk_ONT	general
theiaprok_ont	min_basepairs	Int	Minimum number of base pairs able to pass read screening	2241820	Optional	TheiaProk_ONT	general
theiaprok_ont	min_coverage	Int	Minimum genome coverage able to pass read screening. Screening using min_coverage is skipped by default.	5	Optional	TheiaProk_ONT	general
theiaprok_ont	min_genome_length	Int	Minimum genome length able to pass read screening. For TheiaProk_ONT, screening using min_genome_length is skipped by default.	100000	Optional	TheiaProk_ONT	general
theiaprok_ont	min_reads	Int	Minimum number of reads to pass read screening	5000	Optional	TheiaProk_ONT	general
theiaprok_ont	mlst_run_secondary_scheme	Boolean	If true, will run secondary scheme if primary scheme is of ecoli or abaumannii, these two have multiple schemes that are relevant.	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	mlst_scheme_override	Boolean	If true, will force E. coli scheme to be used when Gambit predicts Escherichia coli, otherwise will return scheme MLST predicts.	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	originating_lab	String	Will be used in the "originating_lab" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiaprok_ont	perform_characterization	Boolean	Set to "false" if you want to only generate an assembly and relevant QC metrics and skip all characterization tasks	TRUE	Optional	TheiaProk_ONT	general
theiaprok_ont	qc_check_table	File	TSV value with taxons for rows and QC values for columns; internal cells represent user-determined QC thresholds; if provided, turns on the QC Check task. See below for an example QC Check table.		Optional	TheiaProk_ONT	general
